"review_id","reviewer_name","review_rating","review_title","review_date","review_content","book_id"
819,"Swaroop",5,"A good resource for people interested in learning Spark","2015-05-09","A good resource for people interested in learning Spark. The first 4 chapters would give you a head start and rest are for the details. In march 2015, this was the only good book available on the subject. I read its pre-released version from safari books online in late 2014 and this was the only book on Spark during that time. Quite helpful to pickup the basics.  This gives you the content at one place and saves you from reading articles spread across the internet.",59
820,"Robert Richards",3,"the way examples are laid out really breaks the flow while reading","2015-02-18","irritating that every example is written in scala, python, and java side by side in the same font.  I would assume most readers are going to be using one language or another.  Its a pain that when I get to each example I need to seek to find the scala version.  Seems lazy I know but when you must do this example after example it gets pretty tiring.  Should have chosen one langue and included the others in an appendix",59
821,"BellevueRaj",3,"The book is average to mediocre at best describing Spark","2015-12-17","The book is average to mediocre at best describing Spark. Concepts like RDDs, Transformations, Actions, Datafarmes, Streaming, Clusters etc need to be explained with more examples and diagrams. This book fails to do that and glosses over many concepts without providing any attention to detail where needed. Spark is a pretty complex software system and if the book is about learning Spark, it does a very average job of helping with the learning process.",59
822,"Daniel Brooks",5,"Good Introductory Book","2018-08-08","This book provides a good introduction to Spark theory. The first few chapters can be read sequentially, then the book branches out into special topics. It's also got a picture of a catshark on the cover, which is pretty neat.",59
823,"mucing",3,"A good book but not for beginners","2018-08-14","It is well written. It teaches a lot of basic about spark but definitely not a very good tool book for solving problems in a short time period. The code examples are incomplete and discrete.",59
824,"Brian H",3,"Good intro but wordy and lacking details in areas","2015-03-05","Good intro - but having 3 examples of everything was a bit much, but helpful when trying something for a particular language.  Was not as detailed as I'd like on some of the ""internal"" architecture - so what in driver is doing optimization vs what in cluster manager, and what happens if overcommitted, ...",59
825,"SriMe25",4,"Four Stars","2018-01-17","I use this book as my index before I dig into internet.",59
826,"Trieu Nguyen tan",4,"Good book for all beginners, who want to learn Apache Spark.","2015-03-06","Good book for all beginners, who want to learn Apache Spark.",59
827,"Richard Careaga",5,"A soup to nuts tutorial cleverly disguised as a cookbook","2019-11-14","There is a whole sub-culture of food porn, the lavish coffee table books that set out to educate you to an entire culture through its food. I once saw a library of several hundred.",60
828,"Don",5,"Written for programmers. Designed for assembly into solution","2022-04-16","I am learning R to produce new ways of visualizing complex multi-measurement data sets to use visual images to organize them into groups. I will need to produce color 3D videos interactive graphical manipulation. Each time I visualize a piece needed, I easily find a way to produce it in this book.",60
829,"Jake",3,"Content Good - Poorly Printed","2021-05-03","The content of this book is useful, but is freely available online.  I prefer to read/work from print, so I purchased this book.  The book is small, printed in black-white in small font, and bound tightly so that it will not stay open to a page.  This made it a poor physical workbook in my hands  - especially as you try to type, and so I opted to continue to use the online version.  Bummer.",60
830,"Steven Van Aken",5,"Data science","2021-04-28","The ""cookbook""-series has always been my favorite way of learning applications.  This book is no different.  Clear and concise in its setup, exploring R's functionalities to the fullest.  It helps me in discovering the possibilities in Data Science.",60
831,"Bruce Walker Nelson",5,"Both cookbook and textbook; great explainers","2021-03-02","The entries are organized into 16 chapters making this more like a textbook. Each recipe entry is broken down into Problem, Solution & Discussion, with the latter providing easy to understand explainers and tips.",60
832,"Tom Robbins",4,"Great tips","2021-01-06","Lots of good infor even for an experienced R suer",60
833,"KenatRSF",2,"Obsolete","2020-02-29","Granted, all books of this nature are obsolete to some degree when published, but in this case, it is too much to accept. My version, just received, is the 2nd release of the 2nd edition,  dated November 15th, 2019.",60
834,"JL",5,"Immediately useful","2020-11-11","Immediately useful, sort of like a quick lookup dictionary",60
835,"Patilu",2,"no era nuevo","2021-09-08","Decía nuevo pero llegó usado y en mal estado",60
912,"Michael A. Garren",5,"Excellent resource","2023-05-03","This is an excellent resource for writing a research paper.  It is written in plain and simple language that is easy to understand and grasp.  Many good illustrations are included.",67
837,"Joshua Haberman",2,"superficial analysis, unsupported opinions","2009-12-29","I eagerly anticipated reading this book.  I frequently design data visualizations for my job as a software engineer, and I have a deep love for effective graphs.  I love to read about different strategies for representing information visually, and I know that Tufte's work in this area is very highly regarded.",54
838,"Abhinav Agarwal",5,"Data decorators, data-ink, instant chartjunk, and naked women","2009-11-14","Perhaps the single most accessible book on data visualizations. You are given a tour of the history of visualizations, the seminal contributions of people such as Playfair, Tukey, and others, a rogues' gallery of sorts of awful visualizations, a peek into small-multiples visualizations, and an exposition of the principles of good graphic design and visualizations. A must-have book for anyone interested in good data visualizations.",54
839,"Pamk",5,"Remarkable","2023-07-10","Edward Tufte is a genius. Even if you aren’t responsible for presenting data his books are beautiful and intellectually stunning.",54
840,"ChrisBH",5,"Great insights, excellent principles, a bit mind-blowing :)","2018-06-05","I bought this book as it was recommended reading by an excel MVP (I'm on a bit of an excel learning binge) in addition to a few others by Stephen Few. Though the cover of this book was the most ""bland"" of them all I ended up reading the intro and the first chapter and becoming very interested in the ideas on the visual presentation of (quantitative) data, particularly the graphic showing the number of troops that Napoleon started and ended with on his campaign into Russia (I wasn't even sure of what multi-variate data was but I soon gained an appreciation for its proper presentation).",54
841,"Iacobus de arenoso",5,"Tufte's Classic Is A Must Read In Our Statistical Times","2007-10-06","This book established Tufte as the authority on the subject of graphs, charts, tables, indeed the display of data by any means.  The book is readable by most anyone and will add to your library and your ability to make your way intelligently and critically through the flood of statistical and graphical arguments and pitches placed before us every day.",54
842,"Stephen M. Marson",5,"1st edition compared to 2nd","2002-03-01","Years ago, I purchased the first edition of VISUAL DISPLAY OF QUANTITATIVE INFORMATION. The second edition provides high-resolution color reproductions of the several graphics found in the first edition.  In addition, corrections were made. However, to most readers/users, I doubt that the changes would be worthy of purchasing the second edition if one already owns the first edition.",54
843,"Michael",4,"Interesting, but sometimes strange","2012-08-11","It goes without saying that this one of the books you ""must read"" if you have anything to do with charts and graphs.",54
844,"panamafred",5,"Timeless Advice from a Master","2022-04-16","The New York Times described Tufte as the ""Leonardo da Vinci of data.""  Originally published in 1983, this book is a timeless classic, a wealth of information and examples about how good graphics can multiply the effectiveness of communications relying on an accurate understanding of quantitative (i.e. STEM based) information.",54
845,"H. Richter",4,"Book is great (Amazon service and the physical book corner is damaged...not the author's fault)","2020-08-01","As expected, this book (content) is great.  Took one star off due to poor Amazon services: we cannot communicate with Amazon about if they would or could provide a replacement which is NOT damaged.  the only choice is to take the risk and buy another book in order to compare the two same books to decide which one is in good condition.  Since we pay full price for new hardcopy, we expect the book to be in new and good condition.  As you can see the picture, it is not.  Again it is not the author's fault.  We don't want to return it just in case the book is sold out.  We would like to exchange it but there is no way to communicate with Amazon (does Amazon care?) to see if there is a brand new book available that is not damaged.  Sadly we are keeping this book",54
846,"RJ Andrews",4,"One of the most beautiful books about data visualization","2019-01-29","It is also likely the most successful book about dataViz ever. Like many, it was the first book I ever read on the craft. Toady, I really luxuriate in how much praise Tufte gave to some really old work. I found Tufte’s ability to describe what is so magical about data storytelling to be way ahead of his time, almost poetic. My favorite line is the very last one in the book, “the task of the designer is to give visual access to the subtle and the difficult—that is, the revelation of the complex.”",54
847,"Alexander Ahmann",4,"I learnt a lot, but the subjects can be elaborated on more","2022-02-05","I have a strong interest in information security and quantitative research, so people who know me in person could imagine how giddy I felt when I came across this book... especially since it was published by the No Starch Press! It's a great introduction and I learnt about a lot of neat statistical concepts reading this book: like Jaccard's index, n-grams, ROC curves, decision boundaries, network analysis with Python, visualisation, and a lot more.",61
848,"Mark Ettinger",3,"Skeletal information only.","2019-05-19","As a data scientist and machine learning practitioner I was disappointed in this book.  Admittedly the authors faced the very difficult task of trying to communicate the relationship of two very deep and technical subjects: malware analysis and machine learning.  The result, unfortunately, is a work that is only the barest introduction to both.",61
849,"Greyder",5,"Data science applied to security at it's best!","2018-10-12","I loved this book, it gives you a quick intro to disassemble and ""reverse engineering"", and it states that if you want to go deeper you can read Practical Malware analysis, which I think could be the next level of this book, from there it's just a roller coaster of binary data analysis, data visualization and coding. Joshua and Hillary made a good job at keeping the code readable, while teaching some key concepts on ML and deep learning, data visualization and analysis. In the end, the book not only feeds you with plenty of information, but also is able to give you new ideas.",61
850,"D. Reeves",4,"Detailed, authoritative, with hands on exercises","2019-03-22","This book is a straightforward and useful guide to malware analysis, including machine learning and deep learning methods of IDS.  The website includes a downloadable VM for execution in VirtualBox on a student's laptop.  It's a little light in some areas, but would be great in combination with another book that went into more details about reverse engineering, disassembly, static and dynamic analysis, etc.",61
851,"B.A",5,"Amazing book, perfect condition, worth every penny","2019-07-27","The book arrived in perfect condition, not a single blemish anywhere. As a collector of books from No Starch Press, I value this text and the material discussed within is invaluable. I recommend this book for all data scientists, infosec noobs and vets, hackers of all skill levels, ANYONE with an interest in cybersecurity or hacking.",61
852,"Adham Etoom",5,"What a great book!","2019-08-22","Malware Data Science book is one of the best book in the industry to start with, to figure out this complex field more deeply. I recommend all professionals to read it, and try to make use of its practical applications in ML/DL/AI.",61
853,"Mr. Geekman",5,"More than what was expected","2019-01-03","Wow, this is one amazing introduction.  I’m usually reading other bug hunting books, then I came upon this book. I kind of shined away from machine learning, however this book provided me with surprises, pleasent ones.  A very 8nteresting book.",61
854,"Lucca",4,"Good book","2019-05-06","Good book. I just wish it was more technical",61
855,"Rhino In The Snow",5,"Great book","2018-12-31","The intersection of data science and infosec is smaller than should be. The authors have done a great job explaining complex topics clearly, and with good code.",61
856,"Fire's Child",5,"Arrived very Quickly and in perfect Condition","2019-03-30","Nothing to dislike and exactly the information I needed, although it's taking a good bit of time to read and absorb. ;)",61
857,"Stuart Berney",5,"Anyone can purchase an option","2022-04-17","While you can purchase or sell an option, there’s more often than not, an excellent chance of disappointment as most expire worthless while others can lose substantially. Yes, nothing new about that.",63
858,"tmk",5,"Perfect book for learning how and to build your trading strategies","2021-02-25","Joel lays it all out for the reader.  Not only does he have an incredible background/experience in trading.  It's such a great read because he really dumbs it down for you so that the layman can understand.  Since receiving the book I have already put some of the things he mentions to practice.  Currently in the process of building out my own algo trading system and this book is the perfect tool to help w/ that.  I recommend this book for any novice trader or even qaunt researcher that wants to become a serious trader.",63
859,"MJ",5,"Great resource","2020-01-29","This book is a fantastic resource for anyone looking to gain some insight into the career of a trader. I've read several books on trading, but this is easily the most thorough and accurate insight into trading that I've seen. Very good info on specifics of trading strategies and invaluable lessons from the experiences gained in the life of a trader. The book is well-written, and the author does a good job engaging the reader, rather than reading like a textbook.",63
860,"Sebastian",1,"Printed Upside down.","2023-09-04","entire book was printed upside down and text was cut off.",63
861,"carolyn",5,"Hands down the best trading book I’ve personally read","2022-02-04","Pure knowledge, no fluff. This is my trading bible. There are plenty of other good books out there but this is the most complete and concise  that I’ve come across. Money well spent.",63
862,"khpro",5,"One of the best books out there","2021-07-25","One of my favorite trading books, this is no 101 book. This is extremely comprehensive and thorough. Definitely the next step type of book so I would recommend to anyone that has a basic understanding of technical analysis to begin with.",63
863,"Antonio Aneas Rodriguez",3,"No funciona como un kindle normal","2021-09-10","El contenido del libro es muy bueno, el problema es que cuando se lee digitalmente, no se puede subrayar, no funciona la búsqueda de palabras, las marcas, etc. etc.",63
864,"Anonymous ",5,"Worth your time and money","2021-01-15","This is a great book. It's cohesive. No useless sentences, no selling a chat room, no complicated-for-the-sake-of-appearing-complicated strategies -- just a well written intermediate guide to bridge the gap between the beginner day trading books and the esoteric TA manuals you'll find all over Amazon.",63
865,"Joanne",1,"THIS GUY USES NUNS TO MAKE MONEY!  “MARK HIM!”","2021-12-20","THIS GUY USES NUNS TO MAKE MONEY!  “MARK HIM!”",63
866,"alexandra sloane",5,"A must have for students and professionals!","2020-04-17","Trader Construction Kit fills a much needed gap between a typical textbook and real world trading learned by sitting on a desk which is why students and recent graduates have the most to gain from reading TCK. It's also much more entertaining than a textbook. Experienced professionals will also learn and refine skills given how comprehensive it is. I like how this version includes resources for data science and programming. You get a significant amount of value for a fraction of the price of a textbook. If you work in trading or aspire to, then you need this book on your bookshelf.",63
867,"Doohickey's",4,"Why not a picture of a python instead of an imaginary species?","2023-07-09","I really just getting in to the book, but I really wonder why, on a book about a language called python with a snake on the cover, why not use a picture of a python instead of an imaginary species.  At first I thought it might be a king snake, but no white or yellow means this is not a king snake or a coral snake.  Pythons don't have banded makings at all.",58
868,"Kirby Ogloff",5,"I learned something significant, interesting and useful on nearly every page","2022-08-17","Felix Zumstein (FZ), the author of ""Python for Excel"" (PfE), is an excellent technical writer. Throughout the book he strikes the perfect balance between brief, clear and informative. In the genre of technical writing, PfE is the nearest thing to a page-turner I've encountered. I can honestly say I learned something significant, interesting and useful on nearly every page of the book.",58
869,"Dylan Burnett",4,"Great for industry professionals, good for programmers","2021-06-05","This is a great introduction for industry based professionals looking for an introduction to Python for Excel. The author does an excellent job explaining Python fundamentals as they relate to common/intermediate excel functions. I highly recommend this book to professionals (especially managers and above) that interested in the benefits/limitations of Python programming for excel. If you’d like to learn the basics of Python and how the language can be used as a source of process improvement on your workflows, then this is for you.",58
870,"Amazon Customer",5,"Great second book for work","2023-03-29","Never touched Python before I read, ""Automate the boring stuff with Python"" because a lot of my job is , downloading, formatting, and emailing excel files. This book was a great extension/continuation that I keep implementing further into my automated excel files",58
871,"Neil",5,"Fantastic Book - Incredible Content and Extremely Well-Written","2022-05-13","This is the single most useful book I have read as a beginner/intermediate Excel user seeking modern tools for automating Excel and performing robust data analysis.  The content is presented in a logical, clear, and engaging manner starting with setting up modern tools and Python foundations to automation using pandas and xlwings to building full-fledged applications.  The author does a great job of guiding you carefully through the journey assuming only basic Excel knowledge.  Also, the book explains the reasoning behind why using Python is a superior choice to VBA and how it can be used to replace the functionality of most native Excel data analysis tools.  This book has saved me so much time and energy in my Excel tasks, while also increasing the accuracy and reliability of these tasks.  Highly recommend.",58
872,"Joe Mooney",5,"VINE VOICE","2022-04-26","This was a pleasure to read  because the author has a gift for presenting technical details in a clear, easily understandable fashion.",58
873,"Kindle Customer",5,"Learn how well (and easily) python and Excel can work together","2022-03-23","Until I read this book, I was not aware there were so many applications for python and Excel to work together.  I am not a developer, yet I was able to apply the concepts and tools presented here (especially xlwings)  to build my own applications for my work in finance. Felix does a great job of demonstrating the strengths and weaknesses of the tools available for integrating python and Excel, with lots of practical examples. I found xlwings to be most helpful and I am using it regularly at  my work.",58
874,"Matt Moran",5,"The Path Forward for Excel VBA Users","2022-06-03","This book is a unique resource and invaluable reference for anyone looking to move beyond Excel VBA. Outstanding coverage with many details I haven't seen collected anywhere else. The author created xlwings years ago - which is a gift to the Excel community in its own right - and continues to develop more impressive capabilities with it. And his book covers many more topics that are highly relevant. Highest recommendation.",58
875,"Hussain Khamis",5,"Best book for Excel/Python combination.","2022-02-04","Best book on how to use Python along with Excel. It'll teach you the basics of Python, numpy and pandas in case you don't have a background in any or all of them. You'll also learn better alternatives to replace the ancient VBA and to use modern tools and IDEs.",58
876,"Mark Buchner",4,"A well written book and easy to follow.","2021-12-16","I like the clear way the book was written. Easy to follow.",58
877,"Scott Cohen",5,"Definitely a must read the entrepreneur lawyer","2023-10-02","Tons of insights and ideas about how to develop and retain the best cases for your practice.  I’ve recommended to colleagues who are looking to take the next step.",64
878,"Ben",4,"Very insightful","2023-07-19","At times felt like a long informercial for the authors service, nevertheless, it delivered useful information.",64
879,"Jason Davis",4,"great value add","2023-06-30","Unlike most books by people selling a service, this book actually gave great advice and great value. Didn’t hold anything back.",64
880,"Rachel",5,"GAMW CHANGING…let’s just be honest!!","2022-09-15","Truth be told, I NEVER write reviews. But, I’m completely enamored by the practicality, simplicity, and applicability of the concepts in this book. So, I had to gloat. First of all, The Game Changing Attorney was such an easy, digestible read, that I found myself ready to re-read it over again. Just for context, my BF is an attorney who recently graduated and [finally] passed the bar. Naturally, I find our discussions circle back to “I’m a damn good attorney, but not nearly adequate or equipped to fulfill the obligations of an entrepreneur, in charge of running my own law firm…help!” Being the innate “fixer” that I am, I feel helpless to offer any practical solutions.",64
881,"Craig A Greening",5,"On my Firm’s required reading list","2023-06-21","Every person in my firm has to read this book. It’s required. Michael has helped my reach 4x growth in the past 3 years. This book will show you the way to game changing growth through building your brand. Don’t second guess the words. Just follow and reap the rewards.",64
882,"Kindle Customer",4,"Useful information","2023-03-06","I think this book not only advertised the author's business,but also provided valuable information for anyone trying to sell a product,a service,or to sell themselves to others.",64
883,"Savaş Tunca",3,"A Book Written For Its Advertising","2023-05-28","Although the book claims to be written for lawyers and law firms, it does not reflect this reality.",64
884,"Amazon Customer",5,"Mike Lombardi Injury Lawyers","2023-05-30","Michael offers motivational, informative and actionable content from cover to cover !!!",64
885,"Nicholas Baggarley",5,"Brought on a new way of thinking!","2023-01-19","When I was recommended The Game Changing Attorney, I thought… what else is there to learn about being an attorney? Boy was I wrong. Because of all of the first-hand experiences and lessons learned by Michael over the years, it brought on a new way of thinking. A new way to connect to others and learn their way of processing. If you have the chance, do yourself a favor and get this book. You will not regret it.",64
886,"Ryan Bickford",5,"A good listen, even if you're not a lawyer.","2023-01-14","I got this book on audible after being referred by a friend. I was expecting something boring with big words, but I found it to be a smooth listen with relatable content. I am a soon to be small business owner and I was able to compare all the content with this book to things I am going to encounter/have encountered in my journey to starting my first business. The bit about Spirit Airlines had me rolling!",64
887,"Kelly Maurice",4,"No-nonsense attempt at explaining Spark","2016-01-03","I thought this was a pretty good book, but I agree with some reviewers that the way code snippets were presented is problematic. The code examples, especially the later ones, are very hard to recreate, in part due to the fast moving release cycle of Spark, but also, due to the fact that unless you are in a big shop with lots of servers, it's going to be hard to recreate the conditions. Most importantly, however is that the examples are not self-contained and leave the reader having to infer what some of the variables are (say, from previous examples, continued implicitly). Maybe they did this for space considerations as the book is modest in size at 240 pages.",59
888,"anonuser144",4,"very well written","2019-08-04","This book is beautifully written.  It has everything that one could ask for: brevity, clarity, and thoroughness.  These authors have the gift of making complicated ideas simple, so I would recommend this book to anyone seeking an introduction to Spark.  Moreover, examples are replicated in Python, Java, and Scala so that a reader has accessible examples at his fingertips, regardless of his preference.",59
889,"Bao",4,"Great introductory read to Apache Spark","2018-05-21","I bought this book for work to supplement the the data pipeline tasks that I was working on using Spark. This is a great introductory piece for important concepts such as RDD, spark job lifecycle, components of a spark job and spark job performance improvements. It provided with a good fundamental understanding of Spark that I can further enhance with researches I found online. Good read, I highly recommend for anyone who is new to Spark and is curious to learn its basics.",59
890,"Steve C",5,"Well written, technical but easy to understand","2021-08-26","I am a software developer and wanted to learn about what Spark is.  This well-written book did exactly that, starting at basic principles and moving on to more advanced topics. If I ever need to use Spark, this is the book that I will return to.",59
913,"JBroadnax",5,"Practical and Peace giving","2022-07-22","Working on a D.Min is a daunting task to say the least. There is always the challenge of learning what language you have to speak when working inthe “Academy”.  This book helps break down all the barriers and gives practical helps.  It is a must have for any grad student.",67
914,"tim",5,"Correct book","2022-11-08","Correct book for class and good condition",67
891,"Luc",5,"Great start to learn Apache Spark","2015-02-24","I was awaiting the Kindle version this great book, it offers an excellent introduction of Apache Spark. It is very readable, also for people like me who don't have full-time job programming expertise. I was already experimenting with Spark by reading and watching hundreds of posts, blogs and videos but still this book is of added value. Some questions will never be answered on sites like Stackoverflow, and for me personally this book has provided me at least answers on two of my published questions. I haven't started reading the MLlib section yet but I am glad that I have bought this book: Looking forward to a guided start of experimenting with MLlib and, in my case, Machine Learning. Code examples in Github. Great!",59
892,"Brian Castelli",5,"Start here: Excellent reference for Spark","2015-06-16","I found this volume to be an excellent reference book for a Spark learner like me. I am a software developer, and several reviews suggested that this volume was too basic. I shouldn't have followed their advice. I bought an ""advanced"" book, instead, only to find myself left without material to fill in some important gaps. The information that is available on the Internet is great, but this book brings much of it together in one place. If you want to learn to think like a Spark programmer--*not* the same as thinking like a programmer--this is the place to begin.",59
893,"James",4,"Great intro, although a bit outdated already!","2016-01-18","The only reason for the 4-star rating and not higher is that the book is already a bit outdated (from a Scala perspective). Running newer versions of Spark do not support some of the examples in the book. This does not change or distort the overall big picture of the book, however. Still a very intuitive and straight forward intro to Spark.",59
894,"Kaarik",1,"12 fails to suppress the annoying diagnostics. Example 2-11 fails because saveAsTextFile fails with ...","2016-06-01","This book is not what I expected and the instructions in it which I tried don't actually work. For instance, the scala shell of the latest version 1.6.1 doesn't load cleanly (it gives a long list of stack back trace exceptions) and the one in the book 1.3.0 is dated by more than a year. But, ok, I went with 1.3.0 and found the instruction on p. 12 fails to suppress the annoying diagnostics. Example 2-11 fails because saveAsTextFile fails with a null pointer exception. I skipped ahead and found snippets in Scala, Java, and Python which the authors show what ""should"" work in theory except there's no way to really test the code because it is written in isolation from prior code. In other words, the book is not a tutorial. Instead, it emphasizes the speed of spark but I couldn't get it to run reliably, if at all, with simple instructions and toy examples on a single-node environment. What can one expect in more complex, production scenarios? I have to wonder if all the hadoop talk and big data are the latest IT hype. An interested reader may wish to see, Kugler, L.,""When Big Data Blunders,"" CACM, June 2016",59
895,"Sylvia S. Tran",3,"this book was published in 2015 and is outdated","2019-03-21","The core Spark concepts are there but Spark: The Definitive Guide (which I subsequently purchased) would be a better purchase to make than Learning Spark. It's unfortunate there's not an updated edition of Learning Spark because it's a great introduction to Spark IMO despite the dated content in certain areas. I recommend ignoring the installation instructions altogether and just jump forward to the chapter content.",59
896,"vinay",5,"Excellent book for starters","2021-02-24","I was nice to spark. This booked helped me get up to speed. I love spark after reading this book. It inspired me to do more in spark",59
897,"Christine",4,"Good but not Great","2023-09-12","The ink in the book is a bit faded but the information is very helpful. This guide is awesome for beginners to advanced, so making it hardcover would be nice. That way it lasts longer :)",66
898,"Nathan Mc",4,"Solid info","2023-10-11","Great info in an easy-to-understand format.",66
899,"Dutch Mitchell",4,"Ok.","2023-10-07","Need some background in excel before using this.",66
900,"Ernesto Avila",4,"Clear and concise.","2023-09-30","Easy to understand. The added bonuses are well worth the investment.",66
901,"Moe",5,"It’s good!","2023-10-25","Lots of important information.",66
902,"Jody Knecht",5,"Easy to read and follow. Descriptions are clear","2023-09-22","EXCEL 2023 is an excellent reference book you can go back to the book whenever you need. And the free bonuses are fantastic. The only thing is I wish it had a spiral binding. It would help in keeping the book open while working from the book.",66
903,"Lee Schuster",4,"Just what we needed!","2023-09-11","As always Amazon is amazing! Book was perfect to understand and follow.",66
904,"ward grizzle",4,"SIMPLE","2023-09-13","The book is easy to understand",66
905,"Henri Lang",4,"Sorting","2023-08-29","Information",66
906,"Dutch VanHatten",5,"Great Resource!","2023-09-13","I wanted a quick study program written in language a technology-challenged (like me) person can read & do. I found it here!",66
907,"AC",5,"A Great Guide","2023-10-22","I'm an intermediate researcher, and this book gives me hope. It's full of good ideas about how to sustain my projects, and it really makes me feel more comfortable about the process and the challenges.",67
908,"NoneOfYourBiz",5,"Excellent Book","2023-09-20","A well written and useful book, I am writing a book for general audiences, not a research paper, but it's a science topic, so best to approach it through this lens.  Well done, highly recommended.",67
909,"Jeremy Garber",5,"A marvelously helpful book for students and teachers of writing alike","2020-07-21","In a carefully crafted and succinct outline, Booth and company examine every step of the academic research process, from the “why” of research through forming the research question, formulating an argument, and revision. The book also includes helpful final chapters on the ethics of research, formulation of writing assignments for teachers, and an appendix of research tools for both off- and online. The book’s section on making an argument strong is especially helpful in an age of speciously argued claims. As the authors say in the first chapter, “Why should I adopt language and forms that are not mine? Aren’t you just trying to turn me into an academic like yourself? If I write as you expect me to, I risk losing my identity. Such concerns are legitimate (most teachers wish students would raise them more often). But it would be a feeble education that did not change you at all, and the deeper your education, the more it will change the ‘you’ that you are or want to be. That’s why it’s so important to choose carefully what you study and with whom. But it would be a mistake to think that learning to report sound research must threaten your true identity. It will change the way you think, but only by giving you more ways of thinking.” Careful attention to both the how and why of objective research-based writing is a sorely needed skill in our post-information age. I plan to teach my masters thesis students to do so, and hopefully many of you will do the same. In a carefully crafted and succinct outline, Booth and company examine every step of the academic research process, from the “why” of research through forming the research question, formulating an argument, and revision. The book also includes helpful final chapters on the ethics of research, formulation of writing assignments for teachers, and an appendix of research tools for both off- and online. The book’s section on making an argument strong is especially helpful in an age of speciously argued claims. As the authors say in the first chapter, “Why should I adopt language and forms that are not mine? Aren’t you just trying to turn me into an academic like yourself? If I write as you expect me to, I risk losing my identity. Such concerns are legitimate (most teachers wish students would raise them more often). But it would be a feeble education that did not change you at all, and the deeper your education, the more it will change the ‘you’ that you are or want to be. That’s why it’s so important to choose carefully what you study and with whom. But it would be a mistake to think that learning to report sound research must threaten your true identity. It will change the way you think, but only by giving you more ways of thinking.” Careful attention to both the how and why of objective research-based writing is a sorely needed skill in our post-information age. I plan to teach my masters thesis students to do so, and hopefully many of you will do the same.",67
910,"Max Yakubovskiy ",5,"a must have reading for every student","2023-08-13","This book summaries years of talks and analysis, mistakes and discoveries. I doubt if there is a single person out there who would not be grateful for a tremendously helpful work the authors made for us to simplify our research strategies, struggles, journeys.",67
911,"El innovador",3,"Es un libro redundante","2023-10-09","El libro es para estudiante y no está claramente estructurado.",67
915,"shaun heckstall",5,"A Must Have","2020-12-09","This is a must have for those interested in contributing to academic conversations! I will not dare imagine how I have made it in my academic career without it. It is clear, concise and informative. It is written to meet each researcher at her or his level of expertise.  From the platform of  my theological  background, I say it is the ""bible"" of research writing! Again,  amust have!",67
916,"Amazon Customer",3,"new book/smear marks","2022-08-22","purchased a new copy. it has some smear marks here and there.",67
917,"Chuck L",4,"Short, But Sweet","2023-03-06","Rutherford does an admirable job of telling us how mathematicians think about the world, but it ended too quickly and didn't really tell us how to do math. Perhaps his plan was to leave us wanting more and to persuade us to buy another of his books on a similar topic. If that was his goal, he really does think like a mathematician.",68
918,"Mike watkins Jr.",5,"Makes you appreciate math.","2023-03-20","This is a great book to read alongside ""Making Numbers Count: The Art and Science of Communicating Numbers"".",68
919,"J. Allen Davis III",5,"Awesome","2023-09-24","This book was really great.  I enjoyed looking at this topic in a different way.",68
920,"Phil",5,"Motivated about Math","2023-09-01","Since I happen to have adult education students enrolled in my alternative high school diploma classes I knew this book would better help me to assist my students with their math challenges. For sure this math motivating book was a psychological boost.",68
921,"Amazon Customer",5,"Riveting","2023-08-13","I read this book through in almost one setting. It provides reason for and clarity about the need for math and how it really is for all of us. Dispelled the fear that being competent in math is not within my grasp. I can do it.  A real treasure!  Thank you.",68
922,"Scribblesmith",1,"Wasted money and time","2023-09-23","There was nothing useful in the book.  The author's views on the wretched state of teaching math are not useful toward, ""building a mathematical mind.""  I learned - literally -  nothing of value to me.  I am disappointed and sorry that I threw my money down a rat hole.  I have no idea of who *would* profit from reading this book.  Vague references to pattern detection without rigorous efforts to demonstrate such a skill were disappointing.",68
923,"Taylor",5,"Historically bad at math - but this makes sense!","2023-02-02","Many people have a complicated relationship with math. I think that's mostly because of bad teachers... as this book points it out, there are so many life areas where mathematical logic is used that have nothing to do with the numbers. Granted, one has to understand the basic principles of arithmetics - but basic basic, like how does addition or subtraction work. And you don't have to calculate in your head how much 14856+24321 is - although you can, and I learned in this book how. Point being, there is more to math than equations and geometry calculations. Really liked the chapters on tinkering and guessing. Good read overall. Would recommend it to everyone who likes to learn new things and train their minds in a chill way.",68
924,"Michael McFarren",5,"inspiring review","2023-07-05","Albert does an amazing job of simplifying and providing a thoughtful presentation of math.  His insight in how math plays an important role in or everyday life is amazing.",68
925,"Amber Lopez",5,"confidence building","2023-05-04","Loved this brief but information packed book.  Gave me the confidence to see myself as a math person. Thank you for the points to ponder.",68
926,"Augustus",5,"Love the book","2023-02-17","I really love the way the topics were Presented. It was easy to follow and understand. I know I have a new appreciation For how important mathematics is In our  daily lives. I highly recommend it. Thanks a lot.",68
927,"Stanley Tan",4,"For beginners who are learning to setup Financial Models","2020-07-20","Clear and simple instructions for you to follow.  Non-Accountant can also read this book.",69
928,"Jane",5,"Very good for beginners","2020-05-22","This is a very good book for beginners, however, some of the cells in the excels are in contradiction to what it is in the book. Some of the example, such as the Monte Carlo, are missing in the excel. Not a big problem, but as a beginner you want it all there in excel so you can have reference to.",69
