"id","title","author","price","description","rating","num_of_rating","publisher","language","paperback","item_weight","dimensions"
29,"SQL: 3 books 1 - The Ultimate Beginner, Intermediate & Expert Guides To Master SQL Programming Quickly with Practical Exercises","Mark Reed",25.99,"Do you want to learn SQL Programming quickly and easily? Do you want to increase your knowledge, whether you are a beginner or more experienced? Are you looking for a step-by-step guide that is practical & easy-to-understand? If yes, then this book is for you! If you want to master SQL  faster than everyone else,  while learning in a  simple way , look no further! Not only you'll have one book on SQL, but a  bundle of 3. SQL: 3 books in 1  is great for people looking to improve their job prospects and careers, developers wanting to excel in their programming skills, managing data or anyone who wants to have a deep understanding of our data-driven future—even if they have no prior coding knowledge! This guide   aims to make it simple for you to begin your journey,  regardless of your skills or expertise.  Each chapter of this book builds on the previous chapters in an  easy step-by-step approach. 1. You will study theory and how to put it into practice RIGHT NOW. 2. You will not only find a simple instruction manual that doesn’t just concentrate on theory and boring explanations, but also a dynamic and interactive GUIDE that offers solid practical experience as well. 3. All the essential tools and best strategies to learn SQL for complete beginners + advanced knowledge for those with more experience. With  SQL: 3 books in 1 - The Ultimate Beginner, Intermediate & Expert Guides to Mastering SQL Programming Quickly with Practical Exercises , you will discover: SQL: The Ultimate Beginners Guide To Learn SQL Programming Step-by-Step: Understanding the basic structures of databases & database management systems SQL Server Working With MySQL Databases Using queries to obtain data Creating an SQL view How to setup & create a database How to modify and control tables Dealing with errors … SQL: The Ultimate Intermediate Guide To Learn SQL Programming Step-by-Step: A refresher on SQL fundamentals An easy-to-follow tutorial on setting up and configuring SQL Data types and their functions View encryption, creation, and indexing Using stored routines and functions to their full potential The advantages of data normalization SQL for data analysis … SQL: The Ultimate Expert Guide To Learn SQL Programming Step-by-Step: Data Access with ODBC and JDBC Working with SQL and XML SQL and JSON Datasets and Cursors Procedural Capabilities Collections Large Objects Tuning and Compiling And much, much more... With this  practical  and  in-depth 3 books in 1 , start writing your own programs quickly and efficiently and increase your performance. If you want to access the best knowledge on SQL and learn well & fast, then you need to start this guide today!  Click the BUY button and download the book now  to start learning SQL!",4.3,205,"Independently published (July 10, 2022)","English","346","1.46 pounds","7 x 0.78 x 10 inches"
30,"Qualitative Data Analysis with NVivo","Kristi Jackson, Pat Bazeley",42.75,"Engaging and accessible, this book offers students a complete guide to using NVivo for qualitative data analysis. Drawing on their wealth of expertise, the authors offer detailed, practical advice that relates to students’ own experience and research projects. Packed with real-world examples and case studies, the book supports students through every stage of qualitative data analysis.     The Third Edition: Contains fully integrated instructions for using NVivo on both Mac and PC, with screenshots and click-by-click guidance. Seamlessly interweaves theory and practice in easy-to-follow steps. Empowers students to develop their critical thinking. Accompanied by video tutorials for both Mac and PC, web links and a host of other helpful online resources, this step-by-step book removes students′ anxiety about tackling data analysis. Whether for advanced researchers or those approaching the task for the first time, this clear, yet comprehensive guide is the perfect companion for anyone doing qualitative data analysis with NVivo.",4.6,115,"SAGE Publications Ltd; Third edition (May 31, 2019)","English","376","1.39 pounds","6.69 x 0.85 x 9.53 inches"
32,"Think Stats: Exploratory Data Analysis","Allen Downey",29.98,"If you know how to program, you have the skills to turn data into knowledge, using tools of probability and statistics. This concise introduction shows you how to perform statistical analysis computationally, rather than mathematically, with programs written in Python.   By working with a single case study throughout this thoroughly revised book, you’ll learn the entire process of exploratory data analysis―from collecting data and generating statistics to identifying patterns and testing hypotheses. You’ll explore distributions, rules of probability, visualization, and many other tools and concepts.   New chapters on regression, time series analysis, survival analysis, and analytic methods will enrich your discoveries.  Develop an understanding of probability and statistics by writing and testing code  Run experiments to test statistical behavior, such as generating samples from several distributions  Use simulations to understand concepts that are hard to grasp mathematically  Import data from most sources with Python, rather than rely on data that’s cleaned and formatted for statistics tools  Use statistical inference to answer questions about real-world data",4.3,157,"O'Reilly Media; 2nd edition (November 25, 2014)","English","223","14.1 ounces","7 x 0.51 x 9.19 inches"
33,"Data Analysis for Continuous School Improvement: For Continuous School Improvement","Victoria L. Bernhardt",43.96,"Data Analysis for Continuous School Improvement  provides a new definition of school improvement, away from a singular focus on compliance, toward a true commitment to excellence. This book is a call to action. It is about inspiring schools and school districts to commit to continuous school improvement by providing a framework that will result in improving teaching for every teacher and learning for every student through the comprehensive use of data. A culmination of over 30 years of doing the hard work in schools and districts both nationally and internationally,  Data Analysis for Continuous School Improvement  shares new, evidence-based learnings about how to analyze, report, communicate, and use multiple measures of data. The updated edition provides a wealth of tools, protocols, timelines, examples, and strategies that will help schools and districts become genuine learning organizations.",4.6,271,"Routledge; 4th edition (August 8, 2017)","English","426","2.31 pounds","8.46 x 0.96 x 10.98 inches"
34,"Buyable: Your Guide to Building a Self-Managing, Fast-Growing, and High-Profit Business (Entrepreneur Tools)","Steve Preda",14.95,"DOES  YOUR  BUSINESS WORK FOR YOU OR DO  YOU  WORK FOR YOUR BUSINESS? Did you know there are 1,700,000 small businesses (with 10-250 employees) in the US alone? A whopping 85% never become Buyable, and most of them are out of business in ten years? And the most important question… Only one in ten businesses ever finds an investor or buyer. What do these “1 in 10” successful businesses have in common?  In his top-rated book,  Buyable,  bestselling author, successful entrepreneur with an exit, and sought-after consultant Steve Preda will show you how to turn your business into a valuable asset. You’ll create a Buyable business even if you have no plan to sell it. Why? Because your business will work for you with very little effort, supervision, and stress from you. Buyable  will be your trusted companion. It’ll show you practical, simple, and applicable steps to run a business that’s highly profitable, fuels your dream life, and grows with or without you. Not only that, but with  Buyable  you’ll also learn: How to define your ideal life. Then define the business to get there. And then bridge the gap between definition and reality by creating the business value you need The seven management concepts. You’ll master the basics of a profitable business and turn your business into a self-managing machine How to grow your business value. Chapter 7 and 8 will show you simple blueprints and secrets to create a Buyable business that very few entrepreneurs know! Once you apply these management principles to your business, you’ll prepare your company for a sale. So you’ll also learn: How to ""groom"" your business and set it up for a sale by refining your financials, strategies, and assets Time to sell! What it takes to do it, how to find investors and buyers, prepare for the big exit day, and sell your business with a big payout How to leave your company without breaking your heart. Learn to say goodbye, assess your options, and stay engaged, active, and excited about life Whether you have only a few years running a small business, or are a seasoned expert with years in the game,  Buyable  is the companion you need. Praise for  Buyable : Buyable is a holistic framework for creating a self-managing business and shaping it with the ideal buyer or investor in mind. I highly recommend it! Gino Wickman, author of Traction and Entrepreneurial Leap  Steve has done a remarkable job capturing the key elements that make a business successful - and sellable - in a readable and actionable format. I wish more business owners would read this before they come to me to sell! Michael Metzger, Business Broker, Murphy Business I wish I had this book 24 years ago when I started my business because it would have changed the way I looked at things. The author has done a tremendous job of articulating the value in creating a ""Buyable Business."" Highly recommended for all business owners. Mike Capuzzi, Author, Marketer, Blogger  ""This is a must read for every entrepreneur and business owner. I expect this book to stand the test of time and become a business classic sitting beside some of the other great guides from Gino Wickman, Geoffrey Moore, and Guy Kawasaki."" Matthew Laherty, CEO of Platformatics ""In depth understanding of how to take a company, optimize performance, create systems, and then have it ready to be sold as an asset."" Vikram Raya, Co-Founder and Owner, Viking Capital ""Preda sets out, in succinct and accessible prose what it takes to make a business buyable. As a veteran of multiple business exits, I can say with confidence this is an invaluable read."" Ian Leaman, International Board Director and M&A Expert",4.6,113,"Amershire Publishing (May 21, 2021)","English","284","14.7 ounces","6 x 0.71 x 9 inches"
35,"The ChatGPT Edge: Unleashing The Limitless Potential Of AI Using Simple And Creative Prompts To Boost Productivity, Maximize Efficiency, And Grow Your Business Fast","Fletcher Parks",14.99,"– $29.99 Paperback – $14.99 Online business owners: This new “ Business Brain Method ” gives you the power to turn ChatGPT into your personal “world-class” marketing team. In fact, by following a simple “fill-in-the-blank” formula, you could potentially save up to 10, 20, or even 50 hours every month by using ChatGPT to write emails, prepare for meetings, and hire employees. This unique method takes advantage of the same principles that control how ChatGPT behaves. And with a few basic commands, it allows you to instantly unlock the full capabilities of ChatGPT and transform it into your own dedicated business assistant. It’s called the “Business Brain Method” and it relies on a completely different approach to communicating with ChatGPT that even so-called “gurus” aren’t aware of. Even with all the media coverage and hype surrounding this AI tool, the majority of people still haven’t figured out this method for taking the “training wheels” off ChatGPT. But here’s the truth: Getting ChatGPT to obey you isn’t just about using the right phrases or keywords and it’s more than a matter of providing enough context. When it comes to speeding up your business growth with this chatbot the real key relies on one of the most fundamental rules of AI development: Knowing how to train it. That’s what makes the special method inside this book so different. It taps directly into ChatGPT’s built-in algorithms and lets you train it to perform dozens of tasks in a matter of seconds . Which means you don’t have to take the “trial and error” approach to harness the power of ChatGPT. You don’t have to spend hours jumping from one tutorial to the next. The only road map you need to get the most out of ChatGPT is laid out in this book. And here’s just a fraction of what you’ll discover: The “ Business Brain Method ” for turning ChatGPT into a business “multi-tool” How to train ChatGPT to manage your administrative workload on autopilot Which factors to pay attention to when evaluating ChatGPT’s output How to combine ChatGPT’s basic abilities to churn out custom content for your business at lightning speed “Scary” ways to use ChatGPT to supercharge your life — most people would never even imagine they could do this with a bot Surprising reasons why experts say AI CAN’T replace humans How to build entire marketing campaigns from scratch in under 10 minutes without doing any customer research And much more ! Unlike other resources, this book provides just enough information to let you wield the power of ChatGPT, without getting lost in the details. It’ll show you specialized functions that let you automate basic, time-consuming tasks and even pump out marketing campaigns on demand. But the clock is ticking… With dozens of chatbot rivals on the horizon the next AI wave may come sooner than you think. Most business owners will wait for the dust to settle while the few who are actually serious about getting ahead will take action. You can either let the AI revolution pass you by or you can get ahead of the game and start accelerating your business growth with ChatGPT today. Only you can decide! If you’re ready to start crushing the competition with ChatGPT, then scroll up and click the “Add to Cart” button right now. Explore View Enjoy Discover The boom began in late 2022 Reached one million users in just 5 days Personalized text generation Summarize text Text translation - Currently 98 languages Explain and write code Aid with grammar Transforming ChatGPT into the thinking center of your business Feed the Brain Train the Brain Unleashing the Brain Marketing Sales Customer Service Human Resources Recruitment Accounting & Finance",4.8,137,"Independently published (June 9, 2023)","English","194","9.6 ounces","5.5 x 0.44 x 8.5 inches"
36,"Coding for Absolute Beginners and Cybersecurity: 5 BOOKS IN 1 THE PROGRAMMING BIBLE: Learn Well the Fundamental Functions of Python, Java, C++ and How to Protect Your Data from Hacker Attacks","Alan Grid",18.94,"$18.94 Description Editorial Reviews Are you looking for the right Guide to Improve your Technical Skills in Programming and Cybersecurity? Would you like to Start your Own Business or look for a Job with Better Knowledge in Computer Programming and Data Protection? Would you like to be sure to have in your hands a manual written by someone who knows what he is talking about? Bingo! You have just come to the right place! Alan Grid summarizes his many years of experience working with Tech Giants as a software developer and programmer in this guide to help you effectively improve your coding skills to develop your projects. In an economic context in which companies increasingly rely on sensitive data, a real wealth of the most modern companies, keeping such data safe is a top priority for any organization. For this reason, the IT security expert, capable of defending all corporate IT systems from unwanted attacks, is a key figure in the current company assessment. That is also why the demand for IT security experts is increasing in the global market, making cybersecurity one of the safest and most profitable fields to aim for. In this guide, you will: ✓ Clearly Understand What Python Programming Is and How It Works to realize why it has much more advantages than the other programming languages; ✓ Know Why Java Is Still So Crucial And Fundamental In 2021 And How to Use It To Reach All Its Benefits to create Web applications and platforms; ✓ Realize the Importance to Have At Least the Basics of C++ Language because it is useful for the low-level programming language and very efficient for general purpose; ✓ Learn How to Secure a Network to keep unauthorized users and hackers from accessing, putting in place all the necessary steps and actions; ✓ Have A Complete Knowledge about Coding for Cybersecurity; it is important to acquire this skill because it determines how far you advance in your career and what opportunities are available to you down the road. ✓ … & Lot More! Eager to have the right skills to enjoy yourself and build your website from scratch, to create responsive mobile games? Do not keep on wasting your time; this is your moment to boost your skills! Order Your Copy Now and Start Coding Like a Pro!",4.4,204,"Independently published (June 8, 2021)","English","426","1.25 pounds","6 x 0.96 x 9 inches"
81,"Excel 2023: The Must-Have Guide to Master Microsoft Excel | From Beginner to Pro in less than 7 Days | Step-by-step Formulas and Functions with Tutorials and Illustration","Gil B. Dreher",16.18,"NEW RELEASE !!! 2023 EDITION ⭐️⭐️⭐️ The  CERTIFIED GUIDE  to becoming the  king of Excel . The  most updated  160 PAGES to  master Microsoft Excel  from scratch in  7 DAY . ⭐️⭐️⭐️ ✅  FREE Bonus 1: Over 100 FREE Excel Templates ✅  FREE Bonus 2: FREE Excel Video Course Are you looking for a simple and comprehensive guide to learning how to use Excel effectively? Do you want to increase your knowledge of this powerful software by learning the most advanced formulas and calculation operations to take full advantage of Excel's potential? THEN THIS BOOK IS THE ONE FOR YOU! From BEGINNER TO PRO Thanks to Step-by-Step Tutorials and Illustrations. Using Excel is a skill you need to have in today's digital society. It’s a great tool, knowing how to use it will give you enormous professional and private advantages. It has become more than just a program for ""creating tables."" It can solve problems, organize and merge data, and automate working formulas at the touch of a button for any field or use. With its simple steps and many practical examples, you will discover: How to make the most of Excel's features How to better manage your data How to improve your productivity How to increase your data processing skills From spreadsheet basics to advanced features, this book will guide you through all aspects of Excel, enabling you to become a true expert in no time, thanks to a  7-DAY METHOD TO BECOME A PRO. And to make it all easier and help you get started with Excel,  2 BIG FREE BONUSES ARE INCLUDED! ✅  Step-by-Step Excel VIDEO LESSONS COURSE ✅ 100+ Ready-to-Use Templates to download Don't miss your chance to improve your productivity and increase your data processing expertise with this comprehensive and easy-to-follow guide. Scroll up, click on ""Buy Now,"" and Get your Copy!",4.7,112,"Independently published (January 30, 2023)","English","116","14.4 ounces","8.5 x 0.27 x 11 inches"
41,"The ChatGPT Millionaire: Making Money Online has never been this EASY (Chat GPT Mastery Series)","Neil Dagger",12.99,"– $24.96 Paperback – $12.99 Description Editorial Reviews In this step-by-step guide I will share the secrets of how to: ✔ Create passive income sources that keep on giving - in minutes. ✔ Impress your customers by getting their projects finished extremely fast with high quality (with zero effort!) ✔ Research, create and promote engaging content effortlessly. ✔ Get time back to focus on what really matters. We currently live in a world where Most businesses are not aware of or are not using this right now - which is where you can come in and undercut existing providers while doing almost zero work - and This market may become saturated a year from now - but this is the right time to start! GET The ChatGPT Millionaire: Making money online has never been this EASY FREE BONUS - Access to 150+ powerful “Act as” prompts and every example from this book in a prompt swipe file Here’s what’s included in the book: Introduction to ChatGPT Advantages of using ChatGPT How to Start Using ChatGPT Guidelines for Effective ChatGPT usage Skyrocket your productivity with ChatGPT - create great content and code faster than you thought possible. Make Money Using ChatGPT and create passive income sources that keep giving - instantly. Become a superhuman freelancer with ChatGPT - finish your client's project in minutes instead of days. Create and re-purpose social media content for various platforms in seconds. Effortlessly research and write blog posts, video scripts, software applications, online courses and more. 150+ ""Act as"" prompts that'll ensure you can use ChatGPT quickly and easily for whatever you need. Limitations of ChatGPT This book has specific examples of ChatGPT prompts and responses that will help you understand practical usage and give you templates you can start using immediately! Download a ChatGPT Prompt cheat sheet (PDF format) that gives you access to 150+ powerful “ACT AS” Prompts and condenses the book's examples into one PDF swipe file as an added bonus for buying this book . You’ll also get a free copy of “Simple guide to wealth”, a no-nonsense guide that explains how to build wealth without any fluff. Explore View Enjoy Discover",4.2,2287,"Independently published (January 19, 2023)","English","114","4.7 ounces","5.5 x 0.26 x 8.5 inches"
42,"Storytelling with Data: Let's Practice!","Cole Nussbaumer Knaflic",29.99,"“I teach data-driven storytelling and communication to undergraduate, Ph.D. students, MBAs, and executives. Across all of these, storytelling with data is my core textbook and in every class, students want more from Cole―particularly in the form of hands-on remakes. I'm thrilled that I can now add Let's Practice! to my courses. Packed with examples and practical strategies, this is a must-have resource for anyone who needs to convey data, or to teach this critical professional skill to others. ” ― Steven Franconeri , Professor of Psychology, Director of the Cognitive Science Program and the Visual Thinking Lab at Northwestern University “This book is stellar. Do not be fooled and think it is merely a set of practice exercises that augment the first book. Let’s Practice! offers a treasure chest full of insights on change management, collaboration, leadership engagement, feedback, iteration, and how to think critically about what is important to the organization and its stakeholders. Cole offers clear, explicit instructions on how to define your audience, determine their needs, and craft narratives that engage and enlighten.” ― Steve Wexler, author of The Big Book of Dashboards Influence action through data! This is not just a book. It is a one-of-a-kind immersive learning experience through which you can become--or teach others to be--a powerful data storyteller. Let's practice! helps you build confidence and credibility to create graphs and visualizations that make sense and weave them into action-inspiring stories. Expanding upon best seller storytelling with data's foundational lessons, let's practice! delivers fresh content, a plethora of new examples, and over 100 hands-on exercises. Author and data storytelling maven Cole Nussbaumer Knaflic guides you along the path to hone core skills and become a well-practiced data communicator. Each chapter includes: PRACTICE with COLE . . . exercises based on real-world examples first posed for you to consider and solve, followed by detailed step-by-step illustration and explanation PRACTICE on your OWN . . . thought-provoking questions and even more exercises to be assigned or worked through individually, without prescribed solutions PRACTICE at WORK . . . practical guidance and hands-on exercises for applying storytelling with data lessons on the job, including instruction on when and how to solicit useful feedback and refine for greater impact The lessons and exercises found within this comprehensive guide will empower you to master--or develop in others--data storytelling skills and transition your work from acceptable to exceptional. By investing in these skills for ourselves and our teams, we can all tell inspiring and influential data stories! cole nussbaumer knaflic is founder and CEO of storytelling with data, an organization that helps individuals and teams become more effective data communicators through workshops, articles, podcasts and other resources. Learn more at storytellingwithdata.com. Highlight, take notes, and search in the book In this edition, page numbers are just like the physical edition",4.7,643,"Wiley; 1st edition (October 22, 2019)","English","448","2.3 pounds","8 x 0.8 x 9.9 inches"
43,"Thematic Analysis: A Practical Guide","Virginia Braun, Victoria Clarke",39.42,"**Winner of the 2022 British Psychological Society Book Award - Textbook Category**    Developed and adapted by the authors of this book, thematic analysis (TA) is one of the most popular qualitative data analytic techniques in psychology and the social and health sciences.  Building on the success of Braun & Clarke’s 2006 paper first outlining their approach – which has over 100,000 citations on GoogleScholar – this book is the definitive guide to TA, covering: -          Contextualisation of TA -          Developing themes -          Writing TA reports -          Reflexive TA It addresses the common questions surrounding TA as well as developments in the field, offering a highly accessible and practical discussion of  doing  TA situated within a clear understanding of the wider terrain of qualitative research. Virginia Braun  is a Professor in the School of Psychology at The University of Auckland, Aotearoa New Zealand. Victoria Clarke  is an Associate Professor in Qualitative and Critical Psychology in the Department of Social Sciences at the University of the West of England (UWE), Bristol.",4.8,340,"SAGE Publications Ltd; 1st edition (November 13, 2021)","English","376","1.41 pounds","6.69 x 0.85 x 9.53 inches"
105,"Data Structures and Algorithm Analysis in C++","Mark Allen Weiss",59.7,"In this edition, page numbers are just like the physical edition",4.2,103,"by Mark A. Weiss; 4th edition (January 1, 2013)","English","608","2.25 pounds","7.4 x 1.14 x 9.13 inches"
106,"Python Programming Language","Berajah Jayne",7.95,"Making Variables Types Console Error Handling Saving & Loading Files Coding Structures Math Operators (int, float & complex) List Operations (list, tuple & dict) Strings Statements Functions Dictionaries Using Structures String Formatting String Methods Escape Sequences Bool Characters Writing Boolean Statements Recursion & Iteration Classes Coding Concepts Inheritance Generators Polymorphism Lambda Expressions",4.6,1998,"QuickStudy Reference Guides; First Edition, New (May 1, 2019)","English","6","12 ounces","8.5 x 0.06 x 11 inches"
58,"Python for Excel: A Modern Environment for Automation and Data Analysis","Felix Zumstein",36.49,"While Excel remains ubiquitous in the business world, recent Microsoft feedback forums are full of requests to include Python as an Excel scripting language. In fact, it's the top feature requested. What makes this combination so compelling? In this hands-on guide, Felix Zumstein--creator of xlwings, a popular open source package for automating Excel with Python--shows experienced Excel users how to integrate these two worlds efficiently.   Excel has added quite a few new capabilities over the past couple of years, but its automation language, VBA, stopped evolving a long time ago. Many Excel power users have already adopted Python for daily automation tasks. This guide gets you started.  Use Python without extensive programming knowledge  Get started with modern tools, including Jupyter notebooks and Visual Studio code  Use pandas to acquire, clean, and analyze data and replace typical Excel calculations  Automate tedious tasks like consolidation of Excel workbooks and production of Excel reports  Use xlwings to build interactive Excel tools that use Python as a calculation engine  Connect Excel to databases and CSV files and fetch data from the internet using Python code  Use Python as a single tool to replace VBA, Power Query, and Power Pivot",4.5,239,"O'Reilly Media; 1st edition (April 13, 2021)","English","335","1.19 pounds","7 x 0.7 x 9.19 inches"
45,"Numerical Python: Scientific Computing and Data Science Applications with Numpy, SciPy and Matplotlib","Robert Johansson",28.59,"Leverage the numerical and mathematical modules in Python and its standard library as well as popular open source numerical Python packages like NumPy, SciPy, FiPy, matplotlib and more. This fully revised edition, updated with the latest details of each package and changes to Jupyter projects, demonstrates how to numerically compute solutions and mathematically model applications in big data, cloud computing, financial engineering, business management and more.  Numerical Python, Second Edition , presents many brand-new case study examples of applications in data science and statistics using Python, along with extensions to many previous examples. Each of these demonstrates the power of Python for rapid development and exploratory computing due to its simple and high-level syntax and multiple options for data analysis.  After reading this book, readers will be familiar with many computing techniques including array-based and symbolic computing, visualization and numerical file I/O, equation solving, optimization, interpolation and integration, and domain-specific computational problems, such as differential equation solving, data analysis, statistical modeling and machine learning. W hat You'll Learn Work with vectors and matrices using NumPy Plot and visualize data with Matplotlib Perform data analysis tasks with Pandas and SciPy Review statistical modeling and machine learning with statsmodels and scikit-learn Optimize Python code using Numba and Cython Who This Book Is For Developers who want to understand how to use Python and its related ecosystem for numerical computing.",4.5,137,"Apress; 2nd ed. edition (December 25, 2018)","English","723","2.99 pounds","7 x 1.5 x 9.75 inches"
47,"Advanced Statistics in Research: Reading, Understanding, and Writing Up Data Analysis Results","Larry Hatcher",59.95,"Advanced Statistics in Research: Reading, Understanding, and Writing Up Data Analysis Results  is the simple, nontechnical introduction to the most complex multivariate statistics presented in empirical research articles. wwwStatsInResearch.com,  is a companion website that provides free sample chapters, exercises, and PowerPoint slides for students and teachers. A free 600-item test bank is available to instructors.  Advanced Statistics in Research  does not show how to  perform  statistical procedures--it  shows how to read ,  understand , and  interpret  them, as they are typically presented in journal articles and research reports. It demystifies the sophisticated statistics that stop most readers cold: multiple regression, logistic regression, discriminant analysis, ANOVA, ANCOVA, MANOVA, factor analysis, path analysis, structural equation modeling, meta-analysis--and more. Advanced Statistics in Research  assumes that you have never had a course in statistics. It begins at the beginning, with research design, central tendency, variability, z scores, and the normal curve. You will learn (or re-learn) the big-three results that are common to most procedures: statistical significance, confidence intervals, and effect size. Step-by-step, each chapter gently builds on earlier concepts.  Matrix algebra is avoided, and complex topics are explained using simple, easy-to-understand examples . Need help writing up your results?  Advanced Statistics in Research shows how data-analysis results can be summarized in text, tables, and figures according to APA format. You will see how to present the basics (e.g., means and standard deviations) as well as the advanced (e.g., factor patterns, post-hoc tests, path models, and more).  Advanced Statistics in Research  is appropriate as a textbook for graduate students and upper-level undergraduates (see supplementary materials at StatsInResearch.com). It also serves as a handy shelf reference for investigators and all consumers of research.",4.7,104,"Shadow Finch Media LLC; Illustrated edition (January 7, 2013)","English","644","2.43 pounds","7 x 1.46 x 10 inches"
48,"Practical Time Series Analysis: Prediction with Statistics and Machine Learning","Aileen Nielsen",49.99,"Time series data analysis is increasingly important due to the massive production of such data through the internet of things, the digitalization of healthcare, and the rise of smart cities. As continuous monitoring and data collection become more common, the need for competent time series analysis with both statistical and machine learning techniques will increase.   Covering innovations in time series data analysis and use cases from the real world, this practical guide will help you solve the most common data engineering and analysis challenges in time series, using both traditional statistical and modern machine learning techniques. Author Aileen Nielsen offers an accessible, well-rounded introduction to time series in both R and Python that will have data scientists, software engineers, and researchers up and running quickly.  You’ll get the guidance you need to confidently:  Find and wrangle time series data  Undertake exploratory time series data analysis  Store temporal data  Simulate time series data  Generate and select features for a time series  Measure error  Forecast and classify time series with machine or deep learning  Evaluate accuracy and performance",4.1,131,"O'Reilly Media; 1st edition (November 19, 2019)","English","497","1.7 pounds","7 x 1 x 9.25 inches"
50,"Storytelling with Data: Let's Practice!","Cole Nussbaumer Knaflic",29.99,"Influence action through data!  This is not a book. It is a one-of-a-kind immersive learning experience through which you can become—or teach others to be—a powerful data storyteller.   Let's practice!  helps you build confidence and credibility to create graphs and visualizations that make sense and weave them into action-inspiring stories. Expanding upon best seller  storytelling with data 's foundational lessons,  Let's practice!  delivers fresh content, a plethora of new examples, and over 100 hands-on exercises. Author and data storytelling maven Cole Nussbaumer Knaflic guides you along the path to hone core skills and become a well-practiced data communicator. Each chapter includes: ●  Practice with Cole:  exercises based on real-world examples first posed for you to consider and solve, followed by detailed step-by-step illustration and explanation ●  Practice on your own:  thought-provoking questions and even more exercises to be assigned or worked through individually, without prescribed solutions ●  Practice at work:  practical guidance and hands-on exercises for applying  storytelling with data  lessons on the job, including instruction on when and how to solicit useful feedback and refine for greater impact The lessons and exercises found within this comprehensive guide will empower you to master—or develop in others—data storytelling skills and transition your work from acceptable to exceptional. By investing in these skills for ourselves and our teams, we can all tell inspiring and influential data stories!",4.7,643,"Wiley; 1st edition (October 22, 2019)","English","448","2.3 pounds","8 x 0.8 x 9.9 inches"
64,"The Game Changing Attorney: How to Land the Best Cases, Stand Out from Your Competition, and Become the Obvious Choice in Your Market","Michael Mogill",16.19,"These days, even if you’re an outstanding lawyer, you’re getting lost in the shuffle. America’s legal landscape is saturated with more than 1.3 million attorneys, and they’re all competing fiercely to attract the same discerning clients and high-value cases you are. Fortunately, there’s a way to stand out from the pack and reach a vast online audience searching for your services.In The Game Changing Attorney, marketing expert Michael Mogill takes you through the process of creating powerful visual content that connects emotionally with potential clients. You’ll learn the value of differentiation and storytelling, while unlocking the keys to landing the best clients and highest-value cases.Like it or not, the best cases go to the best marketers. With The Game Changing Attorney, you’ll not only become a better marketer, but you’ll also learn actionable strategies to help you break through the noise, gain your ideal client’s attention, and dominate the competition.",4.6,502,"Lioncrest Publishing (October 18, 2018)","English","292","13.6 ounces","5.5 x 0.73 x 8.5 inches"
51,"SQL for Data Analytics: Perform fast and efficient data analysis with the power of SQL","Upom Malik, Matt Goldwasser, Benjamin Johnston",79.99,"Take your first steps to become a fully qualified data analyst by learning how to explore large relational datasets Key Features Explore a variety of statistical techniques to analyze your data Integrate your SQL pipelines with other analytics technologies Perform advanced analytics such as geospatial and text analysis Book Description Understanding and finding patterns in data has become one of the most important ways to improve business decisions. If you know the basics of SQL, but don't know how to use it to gain the most effective business insights from data, this book is for you. SQL for Data Analytics helps you build the skills to move beyond basic SQL and instead learn to spot patterns and explain the logic hidden in data. You'll discover how to explore and understand data by identifying trends and unlocking deeper insights. You'll also gain experience working with different types of data in SQL, including time-series, geospatial, and text data. Finally, you'll learn how to increase your productivity with the help of profiling and automation. By the end of this book, you'll be able to use SQL in everyday business scenarios efficiently and look at data with the critical eye of an analytics professional. Please note: if you are having difficulty loading the sample datasets, there are new instructions uploaded to the GitHub repository. The link to the GitHub repository can be found in the book's preface. What you will learn Perform advanced statistical calculations using the WINDOW function Use SQL queries and subqueries to prepare data for analysis Import and export data using a text file and psql Apply special SQL clauses and functions to generate descriptive statistics Analyze special data types in SQL, including geospatial data and time data Optimize queries to improve their performance for faster results Debug queries that won’t run Use SQL to summarize and identify patterns in data Who this book is for If you’re a database engineer looking to transition into analytics, or a backend engineer who wants to develop a deeper understanding of production data, you will find this book useful. This book is also ideal for data scientists or business analysts who want to improve their data analytics skills using SQL. Knowledge of basic SQL and database concepts will aid in understanding the concepts covered in this book. Table of Contents Understanding and Describing Data The Basics of SQL for Analytics SQL for Data Preparation Aggregate Functions for Data Analysis Window Functions for Data Analysis Importing and Exporting Data Analytics Using Complex Data Types Performant SQL Using SQL to Uncover the Truth - A Case Study",4.4,244,"Packt Publishing (August 23, 2019)","English","386","1.46 pounds","7.5 x 0.87 x 9.25 inches"
